Name,Address,City,State,Zip Code,Country,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
Chipotle Mexican Grill,12411 Limonite Ave Ste 600  ,Mira Loma,California,91752,US,33.9766722,-117.5528577,33135.0,34.0,79181.0,26663.0,3720.0,11.226799456767768
Chipotle Mexican Grill,10384 Sepulveda Blvd Ste 2E  ,Mission Hills,California,91345,US,34.25942,-118.46659070000001,19205.0,38.2,75969.0,25259.0,1853.0,9.648529028898725
Chipotle Mexican Grill,25523 Marguerite Pkwy Ste A  ,Mission Viejo,California,92692,US,33.592456,-117.660366,47576.0,47.2,114167.0,52914.0,2540.0,5.338826298974273
Chipotle Mexican Grill,27750 Crown Valley Pkwy   ,Mission Viejo,California,92691,US,33.55943066,-117.6714265,50782.0,43.1,113280.0,45150.0,2493.0,4.909219802292151
Chipotle Mexican Grill,Vc10 Shops At Mission Viejo  ,Mission Viejo,California,92691,US,33.55797149,-117.6689723,50782.0,43.1,113280.0,45150.0,2493.0,4.909219802292151
Chipotle Mexican Grill,1801 McHenry Ave Ste B  ,Modesto,California,95350,US,37.67089836,-120.99463279999999,53098.0,37.7,49832.0,25543.0,9287.0,17.490300952954914
Chipotle Mexican Grill,3401 Dale Rd Ste 650  ,Modesto,California,95356,US,37.68870918,-121.05397590000001,32842.0,37.6,69334.0,36311.0,3847.0,11.713659338651727
Chipotle Mexican Grill,608 W Huntington Dr   ,Monrovia,California,91016,US,34.13980863,-118.01247079999999,41671.0,39.8,74076.0,36750.0,3061.0,7.3456360538503995
Chipotle Mexican Grill,9177 Central Ave Ste B  ,Montclair,California,91763,US,34.08735747,-117.68910179999999,38406.0,31.7,58094.0,19376.0,6522.0,16.981721605999063
Chipotle Mexican Grill,545 N Montebello Blvd Ste B ,Montebello,California,90640,US,34.018975299999994,-118.1059054,63177.0,36.1,53615.0,23059.0,8396.0,13.28964654858572
Chipotle Mexican Grill,500 Del Monte Ctr Ste 30 ,Monterey,California,93940,US,36.58351079999999,-121.89678570000001,32411.0,38.5,81807.0,48311.0,3066.0,9.459751318996638
Chipotle Mexican Grill,560 Munras Ave Ste 20  ,Monterey,California,93940,US,36.59696784,-121.89450359999998,32411.0,38.5,81807.0,48311.0,3066.0,9.459751318996638
Chipotle Mexican Grill,2180 S Atlantic Blvd Suite B ,Park,California,91754,US,34.03839617,-118.1445545,33058.0,43.9,60261.0,29782.0,4004.0,12.112045495795268
Chipotle Mexican Grill,806 E Los Angeles Ave.  ,Moorpark,California,93021,US,34.278874,-118.8665098,38063.0,37.9,104483.0,43826.0,1582.0,4.156267241152825
Chipotle Mexican Grill,12625 Frederick St Ste S-1  ,Moreno Valley,California,92553,US,33.93697901,-117.26181740000001,75830.0,28.6,50741.0,16445.0,15681.0,20.679150731900304
Chipotle Mexican Grill,775 Cochrane Rd Ste 140  ,Morgan Hill,California,95037,US,37.15120417,-121.65604420000001,51652.0,39.7,120864.0,52449.0,3018.0,5.8429489661581355
Chipotle Mexican Grill,1039 El Monte Ave Ste A ,Mountain View,California,94040,US,37.39065241,-122.09440159999998,35845.0,35.1,129188.0,73521.0,2681.0,7.479425303389594
Chipotle Mexican Grill,2400 Charleston Rd Mountain View  ,Mountain View,California,94043,US,37.42184533,-122.09651840000001,31488.0,34.7,125916.0,71492.0,2046.0,6.497713414634147
Chipotle Mexican Grill,40940 California Oaks Rd Ste A ,Murrieta,California,92562,US,33.56830638,-117.2046824,64116.0,36.9,89002.0,35853.0,4579.0,7.1417430906482
Chipotle Mexican Grill,1715 Trancas St Suite D  ,Napa,California,94558,US,38.3212999,-122.3059614,69142.0,41.9,88765.0,43035.0,4632.0,6.699256602354574
Chipotle Mexican Grill,304 Soscol Ave Ste F  ,Napa,California,94559,US,38.28588119,-122.27434209999998,27523.0,38.5,73408.0,38733.0,3105.0,11.281473676561422
Chipotle Mexican Grill,404 Mile Of Cars Way  ,National City,California,91950,US,32.66055955,-117.10556559999999,62639.0,33.6,45712.0,20983.0,11463.0,18.30010057631827
Chipotle Mexican Grill,34883 Newark Blvd Newark   ,Newark,California,94560,US,37.55115908,-122.05144879999999,46276.0,37.5,108181.0,39107.0,2249.0,4.859970611115913
Chipotle Mexican Grill,1322 Bison Ave Newport Beach  ,Newport Beach,California,92660,US,33.63897764,-117.86008909999998,36906.0,44.6,122222.0,79397.0,2218.0,6.009862894922235
Chipotle Mexican Grill,3101 Newport Blvd Newport Beach  ,Newport Beach,California,92663,US,33.61526489,-117.9306384,21572.0,42.8,103965.0,75326.0,1689.0,7.8295939180419065
Chipotle Mexican Grill,1409 Hamner Ave Norco   ,Norco,California,92860,US,33.902656,-117.56189499999999,26591.0,40.3,96214.0,33402.0,1816.0,6.829378361099621
Chipotle Mexican Grill,13075 Victory Blvd Spc 102  ,North Hollywood,California,91606,US,34.18809,-118.41698999999998,44476.0,36.3,46397.0,24006.0,8139.0,18.299757172407592
Chipotle Mexican Grill,5240 Lankershim Blvd    ,North Hollywood,California,91601,US,34.16616008,-118.3750157,37085.0,34.2,52607.0,34693.0,7160.0,19.306997438317378
Chipotle Mexican Grill,19332 Nordhoff St    ,Northridge,California,91324,US,34.2346925,-118.55515290000001,29617.0,37.4,75949.0,35218.0,3798.0,12.823716108991457
Chipotle Mexican Grill,8420 Balboa Blvd 110   ,Northridge,California,91325,US,34.223551,-118.5019409,34635.0,36.0,68642.0,33345.0,5395.0,15.576728742601414
Chipotle Mexican Grill,9160 Reseda Blvd Northridge   ,Northridge,California,91324,US,34.2369727,-118.53570619999999,29617.0,37.4,75949.0,35218.0,3798.0,12.823716108991457
Chipotle Mexican Grill,880 De Long Ave Novato  ,Novato,California,94945,US,38.10599116,-122.56960900000001,19035.0,45.1,106425.0,51320.0,1898.0,9.97110585763068
Chipotle Mexican Grill,3017 Broadway Oakland    ,Oakland,California,94611,US,37.81919,-122.26258500000002,39384.0,44.7,124483.0,78683.0,2236.0,5.677432459882185
Chipotle Mexican Grill,3271 Lakeshore Ave Oakland   ,Oakland,California,94610,US,37.81076742,-122.24476640000002,31496.0,39.9,96681.0,67152.0,1988.0,6.311912623825248
Chipotle Mexican Grill,8460 Edgewater Dr Ste C  ,Oakland,California,94621,US,37.73794079,-122.19746570000001,35287.0,29.4,38591.0,15973.0,10057.0,28.50058095049168
Chipotle Mexican Grill,2611 Vista Way Ste A  ,Oceanside,California,92054,US,33.181893,-117.33164,42173.0,34.3,60017.0,32014.0,4649.0,11.023640717994926
Chipotle Mexican Grill,4111 Oceanside Blvd Ste 103  ,Oceanside,California,92056,US,33.20565306,-117.2886108,53845.0,39.7,77751.0,35015.0,5364.0,9.961927755594763
Chipotle Mexican Grill,495 College Blvd Ste A  ,Oceanside,California,92057,US,33.24521345,-117.2905077,58347.0,38.5,72633.0,31842.0,6366.0,10.910586662553344
Chipotle Mexican Grill,1 Mills Cir Ste FC4  ,Ontario,California,91764,US,34.073101,-117.552031,54825.0,31.7,56168.0,21097.0,9346.0,17.046967624259008
Chipotle Mexican Grill,2200 S Grove Ave Ste 104 ,Ontario,California,91761,US,34.03373896,-117.6289287,61124.0,32.5,71727.0,24248.0,7230.0,11.828414370787252
Chipotle Mexican Grill,2202 N Tustin St Ste A ,Orange,California,92865,US,33.82580291,-117.83640859999998,20741.0,35.3,101643.0,35984.0,1943.0,9.367918615303022
Chipotle Mexican Grill,3440 E Chapman Ave   ,Orange,California,92869,US,33.78717025,-117.81656090000001,36913.0,39.4,102536.0,42140.0,2676.0,7.249478503508249
Chipotle Mexican Grill,325 Oroville Dam Blvd Suite E1 ,Oroville,California,95965,US,39.49757019,-121.5723439,20460.0,37.2,33561.0,18283.0,5345.0,26.12414467253177
Chipotle Mexican Grill,1291 S Victoria Ave   ,Oxnard,California,93035,US,34.188414,-119.222122,29404.0,40.7,86630.0,37883.0,2148.0,7.30512855393824
Chipotle Mexican Grill,369 W Esplanade Dr   ,Oxnard,California,93036,US,34.2340585,-119.17861740000001,47442.0,31.0,70173.0,24967.0,5888.0,12.410943889380718
Chipotle Mexican Grill,15207 W Sunset Blvd   ,Pacific Palisades,California,90272,US,34.046596,-118.524413,22551.0,47.7,194151.0,129521.0,919.0,4.075207307879917
Chipotle Mexican Grill,34100 Monterey Ave 100   ,Palm Desert,California,92211,US,33.80144669,-116.3874707,25339.0,64.7,62043.0,51867.0,2423.0,9.562334740913217
