Name,Address,City,State,Zip Code,Country,Latitude,Longitude
Chipotle Mexican Grill,3841 SW Archer Rd Unit A Gainesville,Gainesville,Florida,32608,US,29.61940629,-82.38130673
Chipotle Mexican Grill,6714 Forest Hill Blvd Greenacres  ,Greenacres,Florida,33413,US,26.64823558,-80.14615553
Chipotle Mexican Grill,18461 NW 67th Ave Hialeah  ,Hialeah,Florida,33015,US,25.94126835,-80.30643629
Chipotle Mexican Grill,405 W 49th St Hialeah  ,Hialeah,Florida,33012,US,25.867047,-80.29195
Chipotle Mexican Grill,7925 Hialeah Gardens Blvd Ste 1 Hialeah,Hialeah,Florida,33018,US,25.89481691,-80.35074015
Chipotle Mexican Grill,1774 Sheridan St Hollywood   ,Hollywood,Florida,33020,US,26.03305612,-80.14206884
Chipotle Mexican Grill,2500 NE 10th Ct Homestead  ,Homestead,Florida,33033,US,25.4790088,-80.4419205
Chipotle Mexican Grill,11113 San Jose Blvd Ste 101 Jacksonville,Jacksonville,Florida,32223,US,30.17355627,-81.62783786
Chipotle Mexican Grill,13546 Beach Blvd Ste 1 Jacksonville ,Jacksonville,Florida,32224,US,30.28711283,-81.46036845
Chipotle Mexican Grill,13920 Old St Augustine Rd Ste 105,Jacksonville,Florida,32258,US,30.14131051,-81.54639779
Chipotle Mexican Grill,4865 Town Center Pkwy Ste 1 Jacksonville,Jacksonville,Florida,32246,US,30.25457634,-81.53278941
Chipotle Mexican Grill,50 Riverside Ave Unit 705 Jacksonville ,Jacksonville,Florida,32202,US,30.3240764,-81.6703194
Chipotle Mexican Grill,790 Skymarks Dr Ste 101 Jacksonville ,Jacksonville,Florida,32218,US,30.48142958,-81.63747586
Chipotle Mexican Grill,8635 Blanding Blvd Ste 102 Jacksonville ,Jacksonville,Florida,32244,US,30.19387122,-81.73845549
Chipotle Mexican Grill,9395 Atlantic Blvd Jacksonville   ,Jacksonville,Florida,32225,US,30.31936528,-81.55489914
Chipotle Mexican Grill,9671 Argyle Forest Blvd Jacksonville  ,Jacksonville,Florida,32222,US,30.196356,-81.829889
Chipotle Mexican Grill,1758 3rd St S Jacksonville Beach ,Beach,Florida,32250,US,30.27124704,-81.3888743
Chipotle Mexican Grill,6274 W Indiantown Rd Ste A Jupiter,Jupiter,Florida,33458,US,26.934163,-80.1306313
Chipotle Mexican Grill,3254 N John Young Pkwy Kissimmee ,Kissimmee,Florida,34741,US,28.34558034,-81.42075173
Chipotle Mexican Grill,3275 Vineland Rd Kissimmee   ,Kissimmee,Florida,34746,US,28.346371,-81.486212
Chipotle Mexican Grill,6210 W Irlo Bronson Memorial Hwy Kissimmee,Kissimmee,Florida,34747,US,28.3321649,-81.5327309
Chipotle Mexican Grill,4315 W Lake Mary Blvd Lake Mary,Mary,Florida,32746,US,28.75567321,-81.35075834
Chipotle Mexican Grill,6177 S Jog Rd Ste D15 Lake,Worth,Florida,33467,US,26.5876012,-80.1485279
Chipotle Mexican Grill,3434 S Florida Ave Lakeland  ,Lakeland,Florida,33803,US,28.00167138,-81.95652422
Chipotle Mexican Grill,4204 US Hwy 98 N Ste 110,Lakeland,Florida,33809,US,28.0958373,-81.9746955
Chipotle Mexican Grill,11715 State Road 70 E Lakewood Ranch,Ranch,Florida,34202,US,27.4321292,-82.4211034
Chipotle Mexican Grill,10160 Ulmerton Rd Largo   ,Largo,Florida,33771,US,27.89409107,-82.78003659
Chipotle Mexican Grill,5435 N University Dr Lauderhill  ,Lauderhill,Florida,33351,US,26.19154931,-80.25268509
Chipotle Mexican Grill,25442 Sierra Center Boulevard Lutz  ,Lutz,Florida,33559,US,28.1933432,-82.3954687
Chipotle Mexican Grill,1563 W New Haven Ave Melbourne ,Melbourne,Florida,32904,US,28.078395,-80.64752089
Chipotle Mexican Grill,2322 Harnett Dr Melbourne   ,Melbourne,Florida,32940,US,28.23914144,-80.72848018
Chipotle Mexican Grill,10141 W Flagler St D100 Miami ,Miami,Florida,33174,US,25.7692416,-80.3598109
Chipotle Mexican Grill,10600 N Kendall Dr Miami  ,Miami,Florida,33176,US,25.6862634,-80.3643858
Chipotle Mexican Grill,110 NW 42nd Ave Miami  ,Miami,Florida,33126,US,25.77273606,-80.26398949
Chipotle Mexican Grill,13612 SW 88th St Miami  ,Miami,Florida,33186,US,25.68454606,-80.41519647
Chipotle Mexican Grill,15221 SW 127th Avenue Miami  ,Miami,Florida,33186,US,25.6264966,-80.3945468
Chipotle Mexican Grill,1700 NW 117th Place Suite 101 Miami,Miami,Florida,33182,US,25.7899171,-80.3871844
Chipotle Mexican Grill,19565 Biscayne Blvd FH1 Miami  ,Miami,Florida,33180,US,25.9580522,-80.1421209
Chipotle Mexican Grill,2200 SW 87th Ave Miami  ,Miami,Florida,33165,US,25.74918684,-80.33610395
Chipotle Mexican Grill,2235 SW 37th Ave Miami  ,Miami,Florida,33145,US,25.74931219,-80.25426375
Chipotle Mexican Grill,7230 NW 36th St 1 Miami ,Miami,Florida,33166,US,25.80882356,-80.31533222
Chipotle Mexican Grill,8000 NW 154th St Miami Lakes ,Lakes,Florida,33016,US,25.91286118,-80.33091748
Chipotle Mexican Grill,3231 SW 160th Ave Ste 101 Miramar,Miramar,Florida,33027,US,25.98021334,-80.35695227
Chipotle Mexican Grill,19025 US Highway 441 Mount Dora ,Dora,Florida,32757,US,28.82472077,-81.64073361
Chipotle Mexican Grill,2085 Tamiami Trl N Naples  ,Naples,Florida,34102,US,26.17227731,-81.80079516
Chipotle Mexican Grill,6821 Collier Blvd 101 Naples  ,Naples,Florida,34114,US,26.065774,-81.698679
Chipotle Mexican Grill,9100 Strada Pl Ste 2110 Naples ,Naples,Florida,34108,US,26.254102,-81.8001898
Chipotle Mexican Grill,3286 Word Way G1 New Port Richey,Richey,Florida,34653,US,28.2053129,-82.6666684
Chipotle Mexican Grill,14776 Biscayne Blvd North Miami  ,Miami,Florida,33181,US,25.91253024,-80.15779179
Chipotle Mexican Grill,17019 Tamiami Trl North Port  ,Port,Florida,34287,US,27.03733331,-82.21619477
Chipotle Mexican Grill,2645 SW College Rd Unit 103 Ocala,Ocala,Florida,34471,US,29.16710005,-82.16838951
Chipotle Mexican Grill,10149 W Colonial Dr Ocoee  ,Ocoee,Florida,34761,US,28.55248571,-81.52695895
Chipotle Mexican Grill,11513 Regency Village Dr Orlando  ,Orlando,Florida,32821,US,28.3933146,-81.4864466
Chipotle Mexican Grill,11680 University Blvd Orlando   ,Orlando,Florida,32817,US,28.59717445,-81.21645095
Chipotle Mexican Grill,12278 Narcoossee Rd Orlando   ,Orlando,Florida,32832,US,28.38689283,-81.24501852
Chipotle Mexican Grill,12648 S Orange Blossom Trl Ste 30,Orlando,Florida,32837,US,28.38128403,-81.40509368
Chipotle Mexican Grill,1700 Sand Lake Rd Ste D110 Orlando,Orlando,Florida,32809,US,28.4496456,-81.4020285
Chipotle Mexican Grill,2211 S Orange Ave Orlando  ,Orlando,Florida,32806,US,28.51678229,-81.37613156
Chipotle Mexican Grill,2610 S Semoran Blvd Orlando  ,Orlando,Florida,32822,US,28.5142663,-81.3109937
Chipotle Mexican Grill,2850 S Kirkman Rd Orlando  ,Orlando,Florida,32811,US,28.51208482,-81.4597723
Chipotle Mexican Grill,2903 E Colonial Dr Orlando  ,Orlando,Florida,32803,US,28.553571,-81.346887
Chipotle Mexican Grill,4200 Conroy Rd Ste N-257 Orlando ,Orlando,Florida,32839,US,28.48512159,-81.43154115
Chipotle Mexican Grill,464 N Alafaya Trl Ste 111 Orlando,Orlando,Florida,32828,US,28.55352649,-81.20656532
Chipotle Mexican Grill,4724 Millenia Plaza Way Orlando  ,Orlando,Florida,32839,US,28.4930203,-81.4286313
Chipotle Mexican Grill,6607 S Semoran Blvd Ste 108 Orlando,Orlando,Florida,32822,US,28.46763233,-81.30852625
Chipotle Mexican Grill,7800 Dr Phillips Blvd Ste 100 Orlando,Orlando,Florida,32819,US,28.45059812,-81.48896473
Chipotle Mexican Grill,8124 W. Irlo Bronson Highway Orlando ,Orlando,Florida,34747,US,28.3464523,-81.6112848
Chipotle Mexican Grill,9202 Jeff Fuqua Blvd Ste 1427 Orlando,Orlando,Florida,32827,US,28.435468,-81.301371
Chipotle Mexican Grill,1290 W Granada Blvd Ste 300 Ormond,Beach,Florida,32174,US,29.26379914,-81.10531615
Chipotle Mexican Grill,327 E Mitchell Hammock Rd 1021 Oviedo,Oviedo,Florida,32765,US,28.6562891,-81.2033689
Chipotle Mexican Grill,3101 Pga Blvd Ste L219 Palm Beach,Gardens,Florida,33410,US,26.8490078,-80.0851436
Chipotle Mexican Grill,4655 Pga Blvd Bldg F Palm Beach,Gardens,Florida,33418,US,26.83876695,-80.10890162
Chipotle Mexican Grill,5240 Donald Ross Rd Ste 130 Palm,Gardens,Florida,33418,US,26.88254682,-80.11550597
Chipotle Mexican Grill,5860 State Road 100 E Unit 200,Coast,Florida,32164,US,29.4762979,-81.19619297
Chipotle Mexican Grill,33121 US Highway 19 N Palm Harbor,Harbor,Florida,34684,US,28.07317467,-82.73829772
Chipotle Mexican Grill,500 E 23rd St Panama City ,City,Florida,32405,US,30.1889939,-85.6538631
Chipotle Mexican Grill,100 S Pier Park Dr Ste 100,Beach,Florida,32413,US,30.2238322,-85.872215
Chipotle Mexican Grill,11041 Pines Blvd Ste 428 Pembroke Pines,Pines,Florida,33026,US,26.00845192,-80.29500488
Chipotle Mexican Grill,15880 Pines Blvd Pembroke Pines  ,Pines,Florida,33027,US,26.00678298,-80.35630208
Chipotle Mexican Grill,1674 E Nine Mile Rd Ste A,Pensacola,Florida,32514,US,30.5331209,-87.2275807
Chipotle Mexican Grill,12227 South Dixie Highway Pinecrest  ,Pinecrest,Florida,33156,US,25.65706049,-80.32749741
Chipotle Mexican Grill,3700 Park Blvd N Pinellas Park ,Park,Florida,33781,US,27.83877106,-82.6846653
Chipotle Mexican Grill,129 NW 136th Ave # A190 Plantation,Plantation,Florida,33325,US,26.12151288,-80.3306884
Chipotle Mexican Grill,1760 N University Dr 2 Plantation ,Plantation,Florida,33322,US,26.147191,-80.256386
Chipotle Mexican Grill,2390 N Federal Hwy Ste 104 Pompano,Beach,Florida,33062,US,26.26065656,-80.09890993
Chipotle Mexican Grill,1731 Dunlawton Ave Ste 103 Port Orange,Orange,Florida,32127,US,29.11136811,-81.02645685
Chipotle Mexican Grill,9203 US Highway 19 Port Richey ,Richey,Florida,34668,US,28.29081059,-82.7119125
Chipotle Mexican Grill,1768 SW Saint Lucie West Blvd Port,Lucie,Florida,34986,US,27.31065262,-80.40642135
Chipotle Mexican Grill,1753 US Highway 1 S Saint Augustine,Augustine,Florida,32084,US,29.86960755,-81.323895
Chipotle Mexican Grill,4351 13th St Saint Cloud  ,Cloud,Florida,34769,US,28.25254374,-81.31628411
Chipotle Mexican Grill,1418 66th St N Saint Petersburg ,Petersburg,Florida,33710,US,27.78555672,-82.72892202
Chipotle Mexican Grill,3540 4th St N Saint Petersburg ,Petersburg,Florida,33704,US,27.80467005,-82.63883005
Chipotle Mexican Grill,780 4th St N Saint Petersburg ,Petersburg,Florida,33701,US,27.7801363,-82.6387503
Chipotle Mexican Grill,1805 WP Ball Blvd Sanford  ,Sanford,Florida,32771,US,28.8002259,-81.3336244
Chipotle Mexican Grill,1707 S Tamiami Trl Sarasota  ,Sarasota,Florida,34239,US,27.31810978,-82.5293882
Chipotle Mexican Grill,5354 Fruitville Rd Sarasota   ,Sarasota,Florida,34232,US,27.337224,-82.463164
Chipotle Mexican Grill,97 N Cattlemen Rd Sarasota  ,Sarasota,Florida,34243,US,27.38768782,-82.4581399
Chipotle Mexican Grill,11241 Park Blvd Seminole   ,Seminole,Florida,33772,US,27.84161002,-82.7944858
Chipotle Mexican Grill,6290 S Dixie Hwy South Miami ,Miami,Florida,33143,US,25.69952479,-80.29501149
Chipotle Mexican Grill,2181 SE Federal Hwy Stuart  ,Stuart,Florida,34994,US,27.17797051,-80.23606648
Chipotle Mexican Grill,2421 NW Federal Hwy Stuart  ,Stuart,Florida,34994,US,27.23478472,-80.26763417
Chipotle Mexican Grill,12801 W Sunrise Blvd Ofc F231 Sunrise,Sunrise,Florida,33323,US,26.14989882,-80.32448515
Chipotle Mexican Grill,1498 Apalachee Pkwy Unit 16 Tallahassee ,Tallahassee,Florida,32301,US,30.43612514,-84.2583944
Chipotle Mexican Grill,1801 W Tennessee St Tallahassee  ,Tallahassee,Florida,32304,US,30.44878968,-84.31106364
Chipotle Mexican Grill,3425 Thomasville Rd Unit 1 Tallahassee ,Tallahassee,Florida,32309,US,30.50443578,-84.24967577
Chipotle Mexican Grill,699 W Gaines St Tallahassee  ,Tallahassee,Florida,32304,US,30.4353117,-84.2926217
Chipotle Mexican Grill,12827 N Dale Mabry Hwy Tampa ,Tampa,Florida,33618,US,28.06358655,-82.50338113
Chipotle Mexican Grill,18019 Highwoods Preserve Pkwy Tampa  ,Tampa,Florida,33647,US,28.13128526,-82.36579343
Chipotle Mexican Grill,2011 N Dale Mabry Hwy Tampa ,Tampa,Florida,33607,US,27.9601701,-82.50500973
Chipotle Mexican Grill,2223 N West Shore Blvd Ste FC,Tampa,Florida,33607,US,27.96470755,-82.52085684
Chipotle Mexican Grill,2576 E Fowler Ave Tampa  ,Tampa,Florida,33612,US,28.05487328,-82.42981196
Chipotle Mexican Grill,309 N West Shore Blvd Tampa ,Tampa,Florida,33609,US,27.9474778,-82.52395334
Chipotle Mexican Grill,3696 W Gandy Blvd Tampa  ,Tampa,Florida,33611,US,27.89343931,-82.50586516
Chipotle Mexican Grill,533 S Howard Ave Tampa  ,Tampa,Florida,33606,US,27.93968449,-82.48338686
Chipotle Mexican Grill,7002 Gunn Hwy Ste 101 Tampa ,Tampa,Florida,33625,US,28.06646553,-82.57050849
Chipotle Mexican Grill,9466 W Linebaugh Ave Tampa  ,Tampa,Florida,33626,US,28.043468,-82.590389
Chipotle Mexican Grill,5114 E Fowler Ave Ste 101 Temple,Terrace,Florida,33617,US,28.0547369,-82.3990932
Chipotle Mexican Grill,5855 20th St Unit 101 Vero Beach,Beach,Florida,32966,US,27.63826445,-80.44798373
Chipotle Mexican Grill,1000 S State Road 7 Ste 2,Wellington,Florida,33414,US,26.663797,-80.202153
Chipotle Mexican Grill,2380 Palm Beach Lakes Blvd West Palm,Beach,Florida,33409,US,26.708201,-80.098556
Chipotle Mexican Grill,4477 Weston Rd # 79 Weston ,Weston,Florida,33331,US,26.067603,-80.363058
Chipotle Mexican Grill,9100 Conroy Windermere Rd Ste 120 Windermere,Windermere,Florida,34786,US,28.4931741,-81.5092683
Chipotle Mexican Grill,13599 W Colonial Dr Ste 101 Winter,Garden,Florida,34787,US,28.551525,-81.5854101
Chipotle Mexican Grill,3317 Daniels Rd Ste 102 Winter Garden,Garden,Florida,34787,US,28.52086293,-81.58684953
Chipotle Mexican Grill,804 Cypress Gardens Blvd Winter Haven ,Haven,Florida,33880,US,28.00360259,-81.71751415
Chipotle Mexican Grill,525 S Orlando Ave Winter Park ,Park,Florida,32789,US,28.59363199,-81.3653155
Chipotle Mexican Grill,5637 Red Bug Lake Rd Winter Springs,Springs,Florida,32708,US,28.6469345,-81.2700902
Chipotle Mexican Grill,2630 Dawson Rd 1 Albany  ,Albany,Georgia,31707,US,31.6170158,-84.221878
Chipotle Mexican Grill,10910 Haynes Bridge Rd Alpharetta  ,Alpharetta,Georgia,30022,US,34.05176247,-84.28630242
Chipotle Mexican Grill,5250 Windward Pkwy Ste 120 Alpharetta ,Alpharetta,Georgia,30004,US,34.09082268,-84.2749303
Chipotle Mexican Grill,165 Alps Rd Athens   ,Athens,Georgia,30606,US,33.9473734,-83.40882518
Chipotle Mexican Grill,1080 Peachtree St NE Ste 13C Atlanta,Atlanta,Georgia,30309,US,33.78399691,-84.38384298
Chipotle Mexican Grill,11700 Spine Rd. 6000 N Terminal Pkwy-,Atlanta,Georgia,30320,US,33.6422132,-84.4292545
Chipotle Mexican Grill,123 Perimeter Ctr W Ste 500 Atlanta,Atlanta,Georgia,30346,US,33.9279656,-84.3442099
Chipotle Mexican Grill,1401 Oxford Rd NE Atlanta  ,Atlanta,Georgia,30307,US,33.7885662,-84.326684
Chipotle Mexican Grill,1745 Peachtree St NE Ste H Atlanta,Atlanta,Georgia,30309,US,33.8016155,-84.3927512
Chipotle Mexican Grill,2020 Howell Mill Rd NW Ste 39,Atlanta,Georgia,30318,US,33.8101162,-84.4131588
Chipotle Mexican Grill,2078 Henderson Mill Rd NE Atlanta ,Atlanta,Georgia,30345,US,33.84586266,-84.25600603
Chipotle Mexican Grill,2963 N Druid Hills Rd NE Atlanta,Atlanta,Georgia,30329,US,33.81468877,-84.31016043
Chipotle Mexican Grill,2973 Cobb Pkwy SE # B Atlanta,Atlanta,Georgia,30339,US,33.88102858,-84.46140194
Chipotle Mexican Grill,3393 Peachtree Rd Ste 1017A Atlanta ,Atlanta,Georgia,30326,US,33.845309,-84.36136
Chipotle Mexican Grill,3424 Piedmont Rd NE Atlanta  ,Atlanta,Georgia,30305,US,33.84814155,-84.37417909
Chipotle Mexican Grill,4400 Ashford Dunwoody Rd NE Ste 1385,Atlanta,Georgia,30346,US,33.92378392,-84.34106851
Chipotle Mexican Grill,4600 Roswell Rd Unit B110 Atlanta ,Atlanta,Georgia,30342,US,33.88098758,-84.38013422
Chipotle Mexican Grill,540 17th Street NW 420 Atlanta ,Atlanta,Georgia,30318,US,33.7909785,-84.4070716
Chipotle Mexican Grill,718 Ponce De Leon Ave NE Atlanta,Atlanta,Georgia,30306,US,33.7739218,-84.36356533
Chipotle Mexican Grill,229 Robert C Daniel Jr Pkwy #,Augusta,Georgia,30909,US,33.4904458,-82.0800409
Chipotle Mexican Grill,3999 Austell Rd Austell   ,Austell,Georgia,30106,US,33.855531,-84.5993014
Chipotle Mexican Grill,3350 Buford Dr Ste B260 Buford ,Buford,Georgia,30519,US,34.07311907,-83.98484862
Chipotle Mexican Grill,2026 Cumming Hwy Ste 110 Canton ,Canton,Georgia,30115,US,34.23665147,-84.45634732
Chipotle Mexican Grill,5001 Peachtree Blvd Ste 1010 Chamblee ,Chamblee,Georgia,30341,US,33.88455949,-84.31577334
Chipotle Mexican Grill,3201 Macon Rd 100 Columbus  ,Columbus,Georgia,31906,US,32.482932,-84.942702
Chipotle Mexican Grill,5295 Whittlesey Blvd Ste 600 Columbus ,Columbus,Georgia,31909,US,32.54176918,-84.95034429
Chipotle Mexican Grill,1467 Highway 138 SE Conyers  ,Conyers,Georgia,30013,US,33.65107593,-84.00914985
Chipotle Mexican Grill,905 Market Place Blvd Ste C Cumming,Cumming,Georgia,30041,US,34.1812161,-84.13305842
Chipotle Mexican Grill,285 Marketplace Blvd. Dawsonville   ,Dawsonville,Georgia,30534,US,34.3486372,-84.0500075
Chipotle Mexican Grill,198 W Ponce De Leon Ave Decatur,Decatur,Georgia,30030,US,33.775257,-84.298713
Chipotle Mexican Grill,9380 The Landing Dr Douglasville  ,Douglasville,Georgia,30135,US,33.7278339,-84.7376685
Chipotle Mexican Grill,11720 Medlock Bridge Rd Ste 135 Duluth,Duluth,Georgia,30097,US,34.06743458,-84.16937882
Chipotle Mexican Grill,2040 Pleasant Hill Rd Duluth  ,Duluth,Georgia,30096,US,33.95524015,-84.13109877
Chipotle Mexican Grill,2190 Peachtree Industrial Blvd 110 Duluth ,Duluth,Georgia,30097,US,34.02145598,-84.12027297
Chipotle Mexican Grill,3330 Camp Creek Pkwy East Point ,Point,Georgia,30344,US,33.6573346,-84.4992978
Chipotle Mexican Grill,1135 Highway 85 N Ste E Fayetteville,Fayetteville,Georgia,30214,US,33.4722595,-84.4428863
Chipotle Mexican Grill,1134 Dawsonville Hwy Ste 100 Gainesville ,Gainesville,Georgia,30501,US,34.3032822,-83.858686
Chipotle Mexican Grill,806 W Oglethorpe Hwy Unit A Hinesville,Hinesville,Georgia,31313,US,31.8219132,-81.5990953
Chipotle Mexican Grill,777 Townpark Ln NW Kennesaw  ,Kennesaw,Georgia,30144,US,34.03541848,-84.57355248
Chipotle Mexican Grill,954 Ernest W Barrett Pkwy NW Ste,Kennesaw,Georgia,30144,US,34.00384742,-84.57924999
Chipotle Mexican Grill,4885 Sugarloaf Pkwy Lawrenceville   ,Lawrenceville,Georgia,30044,US,33.95569583,-84.05474217
Chipotle Mexican Grill,860 Duluth Hwy Ste 320 Lawrenceville ,Lawrenceville,Georgia,30043,US,33.967097,-84.022464
Chipotle Mexican Grill,4112 Atlanta Hwy Ste 300 Loganville ,Loganville,Georgia,30052,US,33.84487462,-83.90851404
Chipotle Mexican Grill,120 Tom Hill Sr Blvd Ste 100,Macon,Georgia,31210,US,32.90075978,-83.68851949
Chipotle Mexican Grill,1281 Johnson Ferry Rd Ste 104 Marietta,Marietta,Georgia,30068,US,33.9801472,-84.4246259
Chipotle Mexican Grill,3606 Sandy Plains Rd Marietta  ,Marietta,Georgia,30066,US,34.037258,-84.461132
Chipotle Mexican Grill,1442 Highway 20 W McDonough  ,McDonough,Georgia,30253,US,33.42289817,-84.18719385
Chipotle Mexican Grill,2011 Mount Zion Rd Morrow  ,Morrow,Georgia,30260,US,33.56269552,-84.32466226
Chipotle Mexican Grill,1200 Highway 34 E B Newnan ,Newnan,Georgia,30265,US,33.39842,-84.74004
Chipotle Mexican Grill,5175 Peachtree Pkwy # 1300-A Norcross ,Norcross,Georgia,30092,US,33.9801112,-84.2171085
Chipotle Mexican Grill,5485 Jimmy Carter Blvd. Suite 300 Norcross,Norcross,Georgia,30093,US,33.9082515,-84.2057184
Chipotle Mexican Grill,101 City Cir Peachtree City  ,City,Georgia,30269,US,33.3965503,-84.5918881
Chipotle Mexican Grill,6 Mill Creek Cir Ste A Pooler,Pooler,Georgia,31322,US,32.14018919,-81.24343998
Chipotle Mexican Grill,10800 Alpharetta Hwy Ste 288 Roswell ,Roswell,Georgia,30076,US,34.0439237,-84.3422444
Chipotle Mexican Grill,5920 Roswell Rd Ste B101 Sandy Springs,Springs,Georgia,30328,US,33.91633,-84.379629
Chipotle Mexican Grill,1801 E Victory Dr Ste 101 Savannah,Savannah,Georgia,31404,US,32.04385577,-81.07206736
Chipotle Mexican Grill,318 Mall Blvd Ste 600C Savannah ,Savannah,Georgia,31406,US,32.0052978,-81.113936
Chipotle Mexican Grill,1650 Scenic Highway S Snellville  ,Snellville,Georgia,30078,US,33.88240819,-84.01050865
Chipotle Mexican Grill,3186 Lawrenceville Suwanee Rd Suwanee  ,Suwanee,Georgia,30024,US,34.03438023,-84.05223583
Chipotle Mexican Grill,4347 Hugh Howell Rd Tucker  ,Tucker,Georgia,30084,US,33.85160475,-84.21001497
Chipotle Mexican Grill,133 Margie Dr Ste 500 Warner Robins,Robins,Georgia,31093,US,32.6185625,-83.6903443
Chipotle Mexican Grill,205 N Milwaukee St Boise  ,Boise,Idaho,83704,US,43.606686,-116.2823
Chipotle Mexican Grill,305 S 6th St Boise  ,Boise,Idaho,83702,US,43.61266805,-116.2030936
Chipotle Mexican Grill,7610 W State Street Suite 110 Boise,Boise,Idaho,83714,US,43.67126092,-116.2830334
Chipotle Mexican Grill,2126 N Eagle Rd Ste 100 Meridian,Meridian,Idaho,83646,US,43.6241636,-116.3537875
Chipotle Mexican Grill,1078 N Rohlwing Rd Lake & Rohlwing,Addison,Illinois,60101,US,41.9496874,-88.03226236
Chipotle Mexican Grill,412 S Randall Rd Algonquin  ,Algonquin,Illinois,60102,US,42.171596,-88.33588367
Chipotle Mexican Grill,338 E Rand Rd Arlington Heights ,Heights,Illinois,60004,US,42.11278119,-87.97832012
Chipotle Mexican Grill,1167 N Eola Rd Ste 105 Aurora,Aurora,Illinois,60502,US,41.780402,-88.2400918
Chipotle Mexican Grill,1480 N Orchard Rd Ste 114 Aurora,Aurora,Illinois,60506,US,41.786283,-88.37625018
Chipotle Mexican Grill,2902 Kirk Rd Suite 100 Aurora ,Aurora,Illinois,60502,US,41.81371922,-88.28039555
Chipotle Mexican Grill,848 N Route 59 Ste 106 Aurora,Aurora,Illinois,60504,US,41.76848482,-88.20634979
Chipotle Mexican Grill,7140 Cermak Rd Berwyn   ,Berwyn,Illinois,60402,US,41.85069116,-87.80281365
Chipotle Mexican Grill,170 E Lake St Bloomingdale  ,Bloomingdale,Illinois,60108,US,41.95711719,-88.07361856
Chipotle Mexican Grill,396 W Army Trail Rd Bloomingdale ,Bloomingdale,Illinois,60108,US,41.93874655,-88.11421337
Chipotle Mexican Grill,305 N Veterans Pkwy Ste 101 Bloomington,Bloomington,Illinois,61704,US,40.48248542,-88.95222838
Chipotle Mexican Grill,274 S Weber Rd Bolingbrook  ,Bolingbrook,Illinois,60490,US,41.69036302,-88.12505971
Chipotle Mexican Grill,750 Janes Ave Ste A Bolingbrook ,Bolingbrook,Illinois,60440,US,41.721287,-88.0379517
Chipotle Mexican Grill,1601 N State Route 50 Bourbonnais ,Bourbonnais,Illinois,60914,US,41.17397975,-87.85218981
Chipotle Mexican Grill,8813 S. Harlem Ave Bridgeview  ,Bridgeview,Illinois,60455,US,41.731248,-87.79849107
Chipotle Mexican Grill,528 E Green St Ste 101 Champaign,Champaign,Illinois,61820,US,40.11042403,-88.23064215
Chipotle Mexican Grill,903 W Anthony Dr # A Champaign,Champaign,Illinois,61821,US,40.1374091,-88.2585773
Chipotle Mexican Grill,10 E Jackson Blvd Chicago  ,Chicago,Illinois,60604,US,41.87833441,-87.6272176
Chipotle Mexican Grill,10 S La Salle St Ste 106,Chicago,Illinois,60603,US,41.8817766,-87.6326875
Chipotle Mexican Grill,1025 W Belmont Ave Chicago  ,Chicago,Illinois,60657,US,41.93973087,-87.65514537
Chipotle Mexican Grill,1027 W Addison St Ste A108 Chicago,Chicago,Illinois,60613,US,41.9469614,-87.6554621
Chipotle Mexican Grill,1132 S Clinton St Clinton & Grenshaw,Chicago,Illinois,60607,US,41.86801797,-87.64108457
Chipotle Mexican Grill,1142 S Wabash Ave Chicago  ,Chicago,Illinois,60605,US,41.8678206,-87.62609926
Chipotle Mexican Grill,1166 N State St Chicago  ,Chicago,Illinois,60610,US,41.90374695,-87.62887867
Chipotle Mexican Grill,1522 E 53rd St Lake Park Ave.,Chicago,Illinois,60615,US,41.7997105,-87.5880394
Chipotle Mexican Grill,1733 N Damen Ave Chicago  ,Chicago,Illinois,60647,US,41.91329797,-87.67733037
Chipotle Mexican Grill,2000 N Clybourn Ave Ste H Chicago,Chicago,Illinois,60614,US,41.917731,-87.6600848
Chipotle Mexican Grill,210 W North Ave Chicago  ,Chicago,Illinois,60610,US,41.91140323,-87.63506934
Chipotle Mexican Grill,230 West Monroe Street Chicago  ,Chicago,Illinois,60606,US,41.88108438,-87.63511298
Chipotle Mexican Grill,2302 W 95th St Chicago  ,Chicago,Illinois,60643,US,41.7214399,-87.67996343
Chipotle Mexican Grill,233 W Lake St Chicago  ,Chicago,Illinois,60606,US,41.88553203,-87.63522507
Chipotle Mexican Grill,2400 N Lincoln Ave Chicago  ,Chicago,Illinois,60614,US,41.92566683,-87.64948923
Chipotle Mexican Grill,2640 N Narragansett Ave Ste D1 Chicago,Chicago,Illinois,60639,US,41.92851792,-87.78722253
Chipotle Mexican Grill,2743 N Elston Ave Chicago  ,Chicago,Illinois,60647,US,41.93166629,-87.68637727
Chipotle Mexican Grill,2809 N Ashland Ave Chicago  ,Chicago,Illinois,60657,US,41.932835,-87.66802509
Chipotle Mexican Grill,291 E Ontario St Chicago  ,Chicago,Illinois,60611,US,41.89304267,-87.62061535
Chipotle Mexican Grill,311 S Wacker Dr Lowr 100 Chicago,Chicago,Illinois,60606,US,41.877522,-87.636221
Chipotle Mexican Grill,316 N Michigan Ave Chicago  ,Chicago,Illinois,60601,US,41.88728772,-87.62484812
Chipotle Mexican Grill,3227 W Addison St Chicago  ,Chicago,Illinois,60618,US,41.94578589,-87.70913422
